model,N,price,runtime_ms,boundary_m1,boundary_m2
BS,32,25.260101079352072,2.0253658294677734,-1.52,-1.52
BS,64,24.553633492054857,4.023075103759766,-1.5450000000000002,-1.5450000000000002
BS,128,24.636911589396874,13.531684875488281,-1.5575,-1.5575
BS,256,24.375317564589857,24.487018585205078,-1.56375,-1.56375
BS,512,24.394350678878364,74.21469688415527,-1.566875,-1.566875
