d,N0,v0,time0_ms,N1,v1,time1_ms,N2,v2,time2_ms,N3,v3,time3_ms,v_AM
0,1,0.0,1.007080078125,2,99.53535369930935,0.9984970092773438,4,94.17711760895772,0.9992122650146484,8,80.41381038636678,1.026153564453125,60.288582400770125
1,2,99.53535369930935,1.9791126251220703,4,94.17711760895772,1.0075569152832031,8,80.41381038636678,0.9939670562744141,16,65.65398600590994,1.6121864318847656,43.696476931799786
2,4,94.17711760895772,0.9565353393554688,8,80.41381038636678,1.115560531616211,16,65.65398600590994,1.9948482513427734,32,55.93143190823548,3.3965110778808594,44.50498350458529
3,8,80.41381038636678,1.0066032409667969,16,65.65398600590994,1.7964839935302734,32,55.93143190823548,2.998828887939453,64,50.6872284981301,5.073070526123047,45.26497289121484
