model,N,price,runtime_ms,boundary_m1,boundary_m2
BS,32,25.260101079352072,3.5822391510009766,-1.52,-1.52
BS,64,24.553633492054857,4.981040954589844,-1.5450000000000002,-1.5450000000000002
BS,128,24.636911589396874,26.88455581665039,-1.5575,-1.5575
BS,256,24.375317564589857,46.036481857299805,-1.56375,-1.56375
BS,512,24.394350678878364,65.92059135437012,-1.566875,-1.566875
