model,N,price,runtime_ms,boundary_m1,boundary_m2
CGMY,32,55.93143190823548,3.000020980834961,-10.407569922959203,-10.407569922959203
CGMY,64,50.6872284981301,5.747795104980469,-10.575433953974674,-10.575433953974674
CGMY,128,48.020136957096476,13.269424438476562,-10.659365969482408,-10.659365969482408
CGMY,256,46.682846245303914,27.31943130493164,-10.701331977236277,-10.701331977236277
CGMY,512,46.014240484754055,70.90616226196289,-10.722314981113211,-10.722314981113211
